concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201001189,Ingredient,老姜,老姜 (Ingredient),老姜,[],蔬菜,,,,,,,,20,克,False,,,,,
201001190,Ingredient,小葱,小葱 (Ingredient),小葱,"[{'term': '香葱', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '细葱', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,15,克,False,,,,,
201001191,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,15,克,False,,,,,
201001192,Ingredient,清水,清水 (Ingredient),清水,[],其他,,,,,,,,80,克,False,,,,,
201001193,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,4,克,False,,,,,
201001194,Ingredient,十三香,十三香 (Ingredient),十三香,[],调料,,,,,,,,2,克,False,,,,,
201001195,Ingredient,胡椒粉,胡椒粉 (Ingredient),胡椒粉,[],调料,,,,,,,,3,克,False,,,,,
201001196,Ingredient,味精,味精 (Ingredient),味精,[],调料,,,,,,,,5,克,False,,,,,
201001197,Ingredient,鸡精,鸡精 (Ingredient),鸡精,[],调料,,,,,,,,5,克,False,,,,,
201001198,Ingredient,花椒碎,花椒碎 (Ingredient),花椒碎,[],调料,,,,,,,,3,克,False,,,,,
201001199,Ingredient,花椒粒,花椒粒 (Ingredient),花椒粒,[],调料,,,,,,,,3,克,False,,,,,
201001200,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,8,克,False,,,,,
201001201,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,老姜切丝，小葱不用切。根据计算公式倒入料酒、清水。用手捏揉5分钟，使姜葱的味道充分溶解在水中，制成葱姜水。,1.0,"切,揉",刀,5分钟
201001202,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将猪肉去皮洗净，切成长度8~10厘米，厚度1.5厘米的肉条。加入盐、十三香、胡椒粉、味精、鸡精、花椒碎、花椒粒、生抽，倒入葱姜水。抓匀并且充分揉制10分钟，直至肉吸收所有水分并且变得粘手。封上保鲜膜放冷藏室静置30分钟。,2.0,"切,腌制,揉","刀,案板,保鲜膜",40分钟
201001203,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将面粉、红薯淀粉倒入腌制好的肉中，加入鸡蛋清。充分揉制15分钟，使肉均匀裹上粉浆。,3.0,"裹粉,揉",盆,15分钟
201001204,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,锅中倒入植物油，大火加热至150°后，转小火保持温度。将裹好粉的肉条用筷子夹入油锅中，捋成喜欢的形状，炸3~5分钟定型。目测颜色微黄，用锅铲翻动感受略微有些硬即可捞出沥油。,4.0,炸,"炒锅,筷子,锅铲",3-5分钟
201001205,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将油温升至180°，放入初炸好的肉条，复炸至金黄色即可捞出。,5.0,炸,"炒锅,漏勺",2-3分钟
201001206,Recipe,尖椒炒牛肉,尖椒炒牛肉 (Recipe),尖椒炒牛肉,[],荤菜,3.0,,,,,,dishes\meat_dish\尖椒炒牛肉.md,,,,,,,,
201001207,Recipe,山西过油肉,山西过油肉 (Recipe),山西过油肉,[],荤菜,4.0,,,,,,dishes\meat_dish\山西过油肉.md,,,,,,,,
201001208,Recipe,带把肘子,带把肘子 (Recipe),带把肘子,[],其他,5.0,,,,,,dishes\meat_dish\带把肘子.md,,,,,,,,
201001209,Recipe,意式烤鸡,意式烤鸡 (Recipe),意式烤鸡,"[{'term': '意式roasted鸡', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '意式烘烤鸡', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '意式baked鸡', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,,,,,,dishes\meat_dish\意式烤鸡.md,,,,,,,,
201001210,Recipe,杀猪菜,杀猪菜 (Recipe),杀猪菜,[],其他,4.0,,,,,,dishes\meat_dish\杀猪菜.md,,,,,,,,
201001211,Recipe,椒盐排条,椒盐排条 (Recipe),椒盐排条,[],其他,4.0,,,,,,dishes\meat_dish\椒盐排条.md,,,,,,,,
201001212,Recipe,水煮肉片,水煮肉片 (Recipe),水煮肉片,[],荤菜,5.0,,,,,,dishes\meat_dish\水煮肉片.md,,,,,,,,
201001213,Recipe,洋葱炒猪肉,洋葱炒猪肉 (Recipe),洋葱炒猪肉,[],荤菜,3.0,,,,,,dishes\meat_dish\洋葱炒猪肉.md,,,,,,,,
201001214,Recipe,烤鸡翅,烤鸡翅 (Recipe),烤鸡翅,"[{'term': 'baked鸡翅', 'language': 'en', 'language_code': 'en-US'}, {'term': 'roasted鸡翅', 'language': 'en', 'language_code': 'en-US'}, {'term': '烘烤鸡翅', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,,,,,,dishes\meat_dish\烤鸡翅.md,,,,,,,,
201001215,Recipe,猪肉烩酸菜,猪肉烩酸菜 (Recipe),猪肉烩酸菜,[],荤菜,5.0,,,,,,dishes\meat_dish\猪肉烩酸菜.md,,,,,,,,
201001216,Recipe,甜辣烤全翅,甜辣烤全翅 (Recipe),甜辣烤全翅,"[{'term': '甜辣baked全翅', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '甜辣烘烤全翅', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '甜辣roasted全翅', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3.0,,,,,,dishes\meat_dish\甜辣烤全翅.md,,,,,,,,
201001217,Recipe,番茄红酱,番茄红酱 (Recipe),番茄红酱,[],其他,4.0,,,,,,dishes\meat_dish\番茄红酱.md,,,,,,,,
201001218,Recipe,白菜猪肉炖粉条,白菜猪肉炖粉条 (Recipe),白菜猪肉炖粉条,"[{'term': '小白菜猪肉炖粉条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'cabbage猪肉炖粉条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '白菜猪肉煲粉条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '大白菜猪肉炖粉条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '白菜猪肉stewed粉条', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,,,,,,dishes\meat_dish\白菜猪肉炖粉条.md,,,,,,,,
201001219,Recipe,粉蒸肉,粉蒸肉 (Recipe),粉蒸肉,"[{'term': '粉steamed肉', 'language': 'en', 'language_code': 'en-US'}, {'term': '粉清蒸肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4.0,,,,,,dishes\meat_dish\粉蒸肉.md,,,,,,,,
201001220,Recipe,糖醋里脊,糖醋里脊 (Recipe),糖醋里脊,"[{'term': 'sweet and sour里脊', 'language': 'en', 'language_code': 'en-US'}]",其他,4.0,,,,,,dishes\meat_dish\糖醋里脊.md,,,,,,,,
201001221,Recipe,肉饼炖蛋,肉饼炖蛋 (Recipe),肉饼炖蛋,"[{'term': '肉饼煲蛋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '肉饼stewed蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3.0,,,,,,dishes\meat_dish\肉饼炖蛋.md,,,,,,,,
201001222,Recipe,萝卜炖羊排,萝卜炖羊排 (Recipe),萝卜炖羊排,"[{'term': '胡萝卜炖羊排', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '萝卜煲羊排', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'radish炖羊排', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '萝卜stewed羊排', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '白萝卜炖羊排', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4.0,,,,,,dishes\meat_dish\萝卜炖羊排.md,,,,,,,,
201001223,Recipe,蒜苔炒肉末,蒜苔炒肉末 (Recipe),蒜苔炒肉末,[],荤菜,2.0,,,,,,dishes\meat_dish\蒜苔炒肉末.md,,,,,,,,
201001224,Recipe,虎皮肘子,虎皮肘子 (Recipe),虎皮肘子,[],其他,5.0,,,,,,dishes\meat_dish\虎皮肘子.md,,,,,,,,
201001225,Recipe,蚂蚁上树,蚂蚁上树 (Recipe),蚂蚁上树,[],其他,3.0,,,,,,dishes\meat_dish\蚂蚁上树.md,,,,,,,,
201001226,Recipe,辣椒炒肉,辣椒炒肉 (Recipe),辣椒炒肉,[],荤菜,3.0,,,,,,dishes\meat_dish\辣椒炒肉.md,,,,,,,,
201001227,Recipe,香干肉丝,香干肉丝 (Recipe),香干肉丝,[],荤菜,3.0,,,,,,dishes\meat_dish\香干肉丝.md,,,,,,,,
201001228,Recipe,鱼香肉丝,鱼香肉丝 (Recipe),鱼香肉丝,[],荤菜,4.0,,,,,,dishes\meat_dish\鱼香肉丝.md,,,,,,,,
201001229,Recipe,麻辣香锅,麻辣香锅 (Recipe),麻辣香锅,[],其他,3.0,,,,,,dishes\meat_dish\麻辣香锅.md,,,,,,,,
201001230,Recipe,黄焖鸡,黄焖鸡 (Recipe),黄焖鸡,"[{'term': '黄闷鸡', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '黄braised鸡', 'language': 'en', 'language_code': 'en-US'}]",荤菜,3.0,,,,,,dishes\meat_dish\黄焖鸡.md,,,,,,,,
201001231,Recipe,黄瓜炒肉,黄瓜炒肉 (Recipe),黄瓜炒肉,[],荤菜,3.0,,,,,,dishes\meat_dish\黄瓜炒肉.md,,,,,,,,
201001232,Recipe,农家一碗香,农家一碗香 (Recipe),农家一碗香,[],其他,3.0,,,,,,dishes\meat_dish\农家一碗香\农家一碗香.md,,,,,,,,
201001233,Recipe,冬瓜酿肉,冬瓜酿肉 (Recipe),冬瓜酿肉,[],荤菜,4.0,,,,,,dishes\meat_dish\冬瓜酿肉\冬瓜酿肉.md,,,,,,,,
201001234,Recipe,凉拌鸡丝,凉拌鸡丝 (Recipe),凉拌鸡丝,[],荤菜,3.0,,,,,,dishes\meat_dish\凉拌鸡丝\凉拌鸡丝.md,,,,,,,,
201001235,Recipe,卤菜,卤菜 (Recipe),卤菜,[],其他,3.0,,,,,,dishes\meat_dish\卤菜\卤菜.md,,,,,,,,
201001236,Recipe,口水鸡,口水鸡 (Recipe),口水鸡,[],荤菜,3.0,,,,,,dishes\meat_dish\口水鸡\口水鸡.md,,,,,,,,
201001237,Recipe,台式卤肉饭,台式卤肉饭 (Recipe),台式卤肉饭,[],荤菜,5.0,,,,,,dishes\meat_dish\台式卤肉饭\台式卤肉饭.md,,,,,,,,
201001238,Recipe,咖喱肥牛,咖喱肥牛 (Recipe),咖喱肥牛,[],其他,4.0,,,,,,dishes\meat_dish\咖喱肥牛\咖喱肥牛.md,,,,,,,,
201001239,Recipe,啤酒鸭,啤酒鸭 (Recipe),啤酒鸭,[],其他,4.0,,,,,,dishes\meat_dish\啤酒鸭\啤酒鸭.md,,,,,,,,
201001240,Recipe,回锅肉,回锅肉 (Recipe),回锅肉,[],荤菜,4.0,,,,,,dishes\meat_dish\回锅肉\回锅肉.md,,,,,,,,
201001241,Recipe,土豆炖排骨,土豆炖排骨 (Recipe),土豆炖排骨,"[{'term': '马铃薯炖排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '洋芋炖排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土豆stewed排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土豆煲排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'potato炖排骨', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3.0,,,,,,dishes\meat_dish\土豆炖排骨\土豆炖排骨.md,,,,,,,,
201001242,Recipe,奶酪培根通心粉,奶酪培根通心粉 (Recipe),奶酪培根通心粉,[],其他,3.0,,,,,,dishes\meat_dish\奶酪培根通心粉\奶酪培根通心粉.md,,,,,,,,
201001243,Recipe,姜炒鸡,姜炒鸡 (Recipe),姜炒鸡,[],荤菜,3.0,,,,,,dishes\meat_dish\姜炒鸡\姜炒鸡.md,,,,,,,,
201001244,Recipe,姜葱捞鸡,姜葱捞鸡 (Recipe),姜葱捞鸡,[],荤菜,3.0,,,,,,dishes\meat_dish\姜葱捞鸡\姜葱捞鸡.md,,,,,,,,
201001245,Recipe,宫保鸡丁,宫保鸡丁 (Recipe),宫保鸡丁,[],荤菜,4.0,,,,,,dishes\meat_dish\宫保鸡丁\宫保鸡丁.md,,,,,,,,
201001246,Recipe,小炒鸡肝,小炒鸡肝 (Recipe),小炒鸡肝,[],荤菜,3.0,,,,,,dishes\meat_dish\小炒鸡肝\小炒鸡肝.md,,,,,,,,
201001247,Recipe,小炒黄牛肉,小炒黄牛肉 (Recipe),小炒黄牛肉,[],荤菜,4.0,,,,,,dishes\meat_dish\小炒黄牛肉\小炒黄牛肉.md,,,,,,,,
201001248,Recipe,尖叫牛蛙,尖叫牛蛙 (Recipe),尖叫牛蛙,[],其他,4.0,,,,,,dishes\meat_dish\尖叫牛蛙\尖叫牛蛙.md,,,,,,,,
201001249,Recipe,巴基斯坦牛肉咖喱,巴基斯坦牛肉咖喱 (Recipe),巴基斯坦牛肉咖喱,[],荤菜,5.0,,,,,,dishes\meat_dish\巴基斯坦牛肉咖喱\巴基斯坦牛肉咖喱.md,,,,,,,,
201001250,Recipe,干煸仔鸡,干煸仔鸡 (Recipe),干煸仔鸡,[],荤菜,4.0,,,,,,dishes\meat_dish\干煸仔鸡\干煸仔鸡.md,,,,,,,,
201001251,Recipe,广式萝卜牛腩,广式萝卜牛腩 (Recipe),广式萝卜牛腩,"[{'term': '广式radish牛腩', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '广式白萝卜牛腩', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '广式胡萝卜牛腩', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4.0,,,,,,dishes\meat_dish\广式萝卜牛腩\广式萝卜牛腩.md,,,,,,,,
201001252,Recipe,徽派红烧肉,徽派红烧肉 (Recipe),徽派红烧肉,"[{'term': '徽派braised肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4.0,,,,,,dishes\meat_dish\徽派红烧肉\徽派红烧肉.md,,,,,,,,
201001253,Recipe,新疆大盘鸡,新疆大盘鸡 (Recipe),新疆大盘鸡,[],荤菜,4.0,,,,,,dishes\meat_dish\新疆大盘鸡\新疆大盘鸡.md,,,,,,,,
201001254,Recipe,无骨鸡爪,无骨鸡爪 (Recipe),无骨鸡爪,[],荤菜,5.0,,,,,,dishes\meat_dish\无骨鸡爪\无骨鸡爪.md,,,,,,,,
201001255,Recipe,枝竹羊腩煲,枝竹羊腩煲 (Recipe),枝竹羊腩煲,[],其他,5.0,,,,,,dishes\meat_dish\枝竹羊腩煲\枝竹羊腩煲.md,,,,,,,,
201001256,Recipe,柱候牛腩,柱候牛腩 (Recipe),柱候牛腩,[],其他,4.0,,,,,,dishes\meat_dish\柱候牛腩\柱候牛腩.md,,,,,,,,
201001257,Recipe,梅菜扣肉,梅菜扣肉 (Recipe),梅菜扣肉,[],荤菜,4.0,,,,,,dishes\meat_dish\梅菜扣肉\梅菜扣肉.md,,,,,,,,
201001258,Recipe,水煮牛肉,水煮牛肉 (Recipe),水煮牛肉,[],荤菜,3.0,,,,,,dishes\meat_dish\水煮牛肉\水煮牛肉.md,,,,,,,,
201001259,Recipe,清蒸鳜鱼,清蒸鳜鱼 (Recipe),清蒸鳜鱼,"[{'term': '清steamed鳜鱼', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清清蒸鳜鱼', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,,,,,,dishes\meat_dish\清蒸鳜鱼\清蒸鳜鱼.md,,,,,,,,
201001260,Recipe,湖南家常红烧肉,湖南家常红烧肉 (Recipe),湖南家常红烧肉,"[{'term': '湖南家常braised肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,,,,,,dishes\meat_dish\湖南家常红烧肉\湖南家常红烧肉.md,,,,,,,,
201001261,Recipe,湘祁米夫鸭,湘祁米夫鸭 (Recipe),湘祁米夫鸭,[],其他,4.0,,,,,,dishes\meat_dish\湘祁米夫鸭\湘祁米夫鸭.md,,,,,,,,
201001262,Recipe,牛排,牛排 (Recipe),牛排,[],其他,4.0,,,,,,dishes\meat_dish\牛排\牛排.md,,,,,,,,
201001263,Recipe,猪皮冻,猪皮冻 (Recipe),猪皮冻,[],其他,5.0,,,,,,dishes\meat_dish\猪皮冻\猪皮冻.md,,,,,,,,
201001264,Recipe,瘦肉土豆片,瘦肉土豆片 (Recipe),瘦肉土豆片,"[{'term': '瘦肉马铃薯片', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '瘦肉potato片', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '瘦肉洋芋片', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,,,,,,dishes\meat_dish\瘦肉土豆片\瘦肉土豆片.md,,,,,,,,
201001265,Recipe,糖醋排骨,糖醋排骨 (Recipe),糖醋排骨,"[{'term': 'sweet and sour排骨', 'language': 'en', 'language_code': 'en-US'}]",其他,4.0,,,,,,dishes\meat_dish\糖醋排骨\糖醋排骨.md,,,,,,,,
201001266,Recipe,红烧猪蹄,红烧猪蹄 (Recipe),红烧猪蹄,"[{'term': 'braised猪蹄', 'language': 'en', 'language_code': 'en-US'}]",其他,4.0,,,,,,dishes\meat_dish\红烧猪蹄\红烧猪蹄.md,,,,,,,,
201001267,Recipe,南派红烧肉,南派红烧肉 (Recipe),南派红烧肉,"[{'term': '南派braised肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4.0,,,,,,dishes\meat_dish\红烧肉\南派红烧肉.md,,,,,,,,
201001268,Recipe,简易红烧肉,简易红烧肉 (Recipe),简易红烧肉,"[{'term': '简易braised肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,,,,,,dishes\meat_dish\红烧肉\简易红烧肉.md,,,,,,,,
201001269,Recipe,羊排焖面,羊排焖面 (Recipe),羊排焖面,"[{'term': '羊排闷面', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '羊排braised面', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4.0,,,,,,dishes\meat_dish\羊排焖面\羊排焖面.md,,,,,,,,
201001270,Recipe,老妈蹄花,老妈蹄花 (Recipe),老妈蹄花,[],其他,4.0,,,,,,dishes\meat_dish\老妈蹄花\老妈蹄花.md,,,,,,,,
201001271,Recipe,老式锅包肉,老式锅包肉 (Recipe),老式锅包肉,[],荤菜,4.0,,,,,,dishes\meat_dish\老式锅包肉\老式锅包肉.md,,,,,,,,
201001272,Recipe,芥末罗氏虾,芥末罗氏虾 (Recipe),芥末罗氏虾,[],荤菜,3.0,,,,,,dishes\meat_dish\芥末罗氏虾\芥末罗氏虾.md,,,,,,,,
201001273,Recipe,茭白炒肉,茭白炒肉 (Recipe),茭白炒肉,[],荤菜,3.0,,,,,,dishes\meat_dish\茭白炒肉\茭白炒肉.md,,,,,,,,
201001274,Recipe,荔枝肉,荔枝肉 (Recipe),荔枝肉,[],荤菜,4.0,,,,,,dishes\meat_dish\荔枝肉\荔枝肉.md,,,,,,,,
201001275,Recipe,荷兰豆炒腊肠,荷兰豆炒腊肠 (Recipe),荷兰豆炒腊肠,[],其他,2.0,,,,,,dishes\meat_dish\荷兰豆炒腊肠\荷兰豆炒腊肠.md,,,,,,,,
201001276,Recipe,血浆鸭,血浆鸭 (Recipe),血浆鸭,[],其他,5.0,,,,,,dishes\meat_dish\血浆鸭\血浆鸭.md,,,,,,,,
201001277,Recipe,西红柿土豆炖牛肉,西红柿土豆炖牛肉 (Recipe),西红柿土豆炖牛肉,"[{'term': '西红柿potato炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿土豆stewed牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿洋芋炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '番茄土豆炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato土豆炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿马铃薯炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿土豆煲牛肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4.0,,,,,,dishes\meat_dish\西红柿土豆炖牛肉\西红柿土豆炖牛肉.md,,,,,,,,
201001278,Recipe,西红柿牛腩,西红柿牛腩 (Recipe),西红柿牛腩,"[{'term': '番茄牛腩', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato牛腩', 'language': 'en', 'language_code': 'en-US'}]",其他,5.0,,,,,,dishes\meat_dish\西红柿牛腩\西红柿牛腩.md,,,,,,,,
201001279,Recipe,豆豉鲮鱼油麦菜,豆豉鲮鱼油麦菜 (Recipe),豆豉鲮鱼油麦菜,[],荤菜,2.0,,,,,,dishes\meat_dish\豆豉鲮鱼油麦菜\豆豉鲮鱼油麦菜.md,,,,,,,,
201001280,Recipe,豉汁蒸白鱔,豉汁蒸白鱔 (Recipe),豉汁蒸白鱔,"[{'term': '豉汁steamed白鱔', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '豉汁清蒸白鱔', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3.0,,,,,,dishes\meat_dish\豉汁蒸白鱔\豉汁蒸白鱔食谱.md,,,,,,,,
201001281,Recipe,贵州辣子鸡,贵州辣子鸡 (Recipe),贵州辣子鸡,[],荤菜,4.0,,,,,,dishes\meat_dish\贵州辣子鸡\贵州辣子鸡.md,,,,,,,,
201001282,Recipe,酱排骨,酱排骨 (Recipe),酱排骨,[],其他,4.0,,,,,,dishes\meat_dish\酱排骨\酱排骨.md,,,,,,,,
201001283,Recipe,酱牛肉,酱牛肉 (Recipe),酱牛肉,[],荤菜,5.0,,,,,,dishes\meat_dish\酱牛肉\酱牛肉.md,,,,,,,,
201001284,Recipe,醉排骨,醉排骨 (Recipe),醉排骨,[],其他,4.0,,,,,,dishes\meat_dish\醉排骨\醉排骨.md,,,,,,,,
201001285,Recipe,青椒土豆炒肉,青椒土豆炒肉 (Recipe),青椒土豆炒肉,"[{'term': 'bell pepper土豆炒肉', 'language': 'en', 'language_code': 'en-US'}, {'term': '彩椒土豆炒肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '青椒洋芋炒肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '青椒马铃薯炒肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '青椒potato炒肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '甜椒土豆炒肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,,,,,,dishes\meat_dish\青椒土豆炒肉\青椒土豆炒肉.md,,,,,,,,
201001286,Recipe,香干芹菜炒肉,香干芹菜炒肉 (Recipe),香干芹菜炒肉,[],荤菜,3.0,,,,,,dishes\meat_dish\香干芹菜炒肉\香干芹菜炒肉.md,,,,,,,,
201001287,Recipe,香煎五花肉,香煎五花肉 (Recipe),香煎五花肉,"[{'term': '香pan-fried五花肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,,,,,,dishes\meat_dish\香煎五花肉\香煎五花肉.md,,,,,,,,
201001288,Recipe,香菇滑鸡,香菇滑鸡 (Recipe),香菇滑鸡,[],荤菜,3.0,,,,,,dishes\meat_dish\香菇滑鸡\香菇滑鸡.md,,,,,,,,
201001289,Recipe,香辣鸡爪煲,香辣鸡爪煲 (Recipe),香辣鸡爪煲,[],荤菜,4.0,,,,,,dishes\meat_dish\香辣鸡爪煲\香辣鸡爪煲.md,,,,,,,,
201001290,Recipe,鱼香茄子,鱼香茄子 (Recipe),鱼香茄子,"[{'term': '鱼香紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鱼香青茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鱼香eggplant', 'language': 'en', 'language_code': 'en-US'}]",荤菜,3.0,,,,,,dishes\meat_dish\鱼香茄子\鱼香茄子.md,,,,,,,,
201001291,Recipe,麻婆豆腐,麻婆豆腐 (Recipe),麻婆豆腐,"[{'term': '麻婆tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '麻婆老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '麻婆嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3.0,,,,,,dishes\meat_dish\麻婆豆腐\麻婆豆腐.md,,,,,,,,
201001292,Recipe,黑椒牛柳,黑椒牛柳 (Recipe),黑椒牛柳,[],其他,4.0,,,,,,dishes\meat_dish\黑椒牛柳\黑椒牛柳.md,,,,,,,,
201001293,Recipe,黔式腊肠娃娃菜,黔式腊肠娃娃菜 (Recipe),黔式腊肠娃娃菜,[],其他,1.0,,,,,,dishes\meat_dish\黔式腊肠娃娃菜\黔式腊肠娃娃菜.md,,,,,,,,
201001294,Recipe,凉皮,凉皮 (Recipe),凉皮,[],其他,3.0,,,,,,dishes\semi-finished\凉皮.md,,,,,,,,
201001295,Recipe,半成品意面,半成品意面 (Recipe),半成品意面,[],其他,1.0,,,,,,dishes\semi-finished\半成品意面.md,,,,,,,,
201001296,Recipe,牛油火锅底料,牛油火锅底料 (Recipe),牛油火锅底料,[],其他,5.0,,,,,,dishes\semi-finished\牛油火锅底料.md,,,,,,,,
201001297,Recipe,速冻水饺,速冻水饺 (Recipe),速冻水饺,[],其他,1.0,,,,,,dishes\semi-finished\速冻水饺.md,,,,,,,,
201001298,Recipe,速冻馄饨,速冻馄饨 (Recipe),速冻馄饨,[],其他,2.0,,,,,,dishes\semi-finished\速冻馄饨.md,,,,,,,,
201001299,Recipe,懒人蛋挞,懒人蛋挞 (Recipe),懒人蛋挞,[],素菜,3.0,,,,,,dishes\semi-finished\懒人蛋挞\懒人蛋挞.md,,,,,,,,
201001300,Recipe,炸薯条,炸薯条 (Recipe),炸薯条,"[{'term': 'deep-fried薯条', 'language': 'en', 'language_code': 'en-US'}, {'term': '油炸薯条', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,2.0,,,,,,dishes\semi-finished\炸薯条\炸薯条.md,,,,,,,,
201001301,Recipe,空气炸锅羊排,空气炸锅羊排 (Recipe),空气炸锅羊排,"[{'term': '空气deep-fried锅羊排', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '空气油炸锅羊排', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3.0,,,,,,dishes\semi-finished\空气炸锅羊排\空气炸锅羊排.md,,,,,,,,
201001302,Recipe,空气炸锅鸡翅中,空气炸锅鸡翅中 (Recipe),空气炸锅鸡翅中,"[{'term': '空气deep-fried锅鸡翅中', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '空气油炸锅鸡翅中', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,2.0,,,,,,dishes\semi-finished\空气炸锅鸡翅中\空气炸锅鸡翅中.md,,,,,,,,
201001303,Recipe,速冻汤圆,速冻汤圆 (Recipe),速冻汤圆,[],其他,1.0,,,,,,dishes\semi-finished\速冻汤圆\速冻汤圆.md,,,,,,,,
201001304,Recipe,奶油蘑菇汤,奶油蘑菇汤 (Recipe),奶油蘑菇汤,[],其他,1.0,,,,,,dishes\soup\奶油蘑菇汤.md,,,,,,,,
